OBJECTID,ZIP,OBJECTID_1,DEPCODE,COUNTYNAME,FieldMatch,POName,Places,OBJECTID_12,ZIPX,c_places,Cases_1,LabelY,Shape__Area,Shape__Length
988,34470,1527,42,Marion,Marion-34470,Ocala,Ocala,646,Marion-34470,Ocala,87,87,0.00370811695484008,0.4476412635004
989,34471,1528,42,Marion,Marion-34471,Ocala,Ocala,647,Marion-34471,Ocala,253,253,0.00497346910037777,0.436593137359591
990,34472,1529,42,Marion,Marion-34472,Ocala,Silver Springs Shores,648,Marion-34472,Ocala,125,125,0.0113706369784268,0.541446812918226
991,34473,1530,42,Marion,Marion-34473,Ocala,Ocala,649,Marion-34473,Ocala,150,150,0.00977484282316254,0.553866308055346
992,34474,1532,42,Marion,Marion-34474,Ocala,Ocala,650,Marion-34474,Ocala,106,106,0.00505222904325819,0.320136218258585
993,34475,1533,42,Marion,Marion-34475,Ocala,Ocala,651,Marion-34475,Ocala,54,54,0.00704140938591991,0.507500293605285
994,34476,1534,42,Marion,Marion-34476,Ocala,Ocala,652,Marion-34476,Ocala,131,131,0.00847061292506623,0.44085810441633
995,34479,1536,42,Marion,Marion-34479,Ocala,Ocala,653,Marion-34479,Ocala,62,62,0.00420891757516983,0.524118299923915
996,34480,1537,42,Marion,Marion-34480,Ocala,"Ocala, Belleview",654,Marion-34480,Ocala,101,101,0.00784617501153662,0.564143412881049
997,34481,1538,42,Marion,Marion-34481,Ocala,Ocala,655,Marion-34481,Ocala,48,48,0.0148430904848738,0.676010268933236
998,34482,1539,42,Marion,Marion-34482,Ocala,Ocala,656,Marion-34482,Ocala,91,91,0.0216486689880639,0.91805438790998
999,34484,1541,60,Sumter,Sumter-34484,Oxford,"Wildwood, The Villages",1046,Sumter-34484,Oxford,41,41,0.00693755878955926,0.482236611277877
1000,34488,1542,42,Marion,Marion-34488,Silver Springs,Ocala,657,Marion-34488,Silver Springs,24,24,0.0239194186879104,1.12613467623978
1001,34491,1543,42,Marion,Marion-34491,Summerfield,"Belleview, Lady Lake, The Villages",658,Marion-34491,Summerfield,116,116,0.0104990476067997,0.796111885650365
1002,34498,1546,38,Levy,Levy-34498,Yankeetown,"Inglis, Yankeetown",599,Levy-34498,Yankeetown,<5,-2,0.00149536737740164,0.88727385569481
1003,34601,1548,27,Hernando,Hernando-34601,Brooksville,"Brooksville, Floral City, Hill 'n Dale, Istachatta, Lake Lindsey, Nobleton, North Brooksville, South Brooksville, Spring Hill, Spring Lake, Sugarmill Woods, Wiscon",401,Hernando-34601,Brooksville,130,130,0.0303874322544289,1.04301303994347
1004,34602,1550,27,Hernando,Hernando-34602,Brooksville,"Hill 'n Dale, Ridge Manor, South Brooksville, Spring Lake",402,Hernando-34602,Brooksville,26,26,0.0161836998852323,0.760600547226774
1005,34604,1553,27,Hernando,Hernando-34604,Brooksville,"Brooksville, Brookridge, Garden Grove, Masaryktown, Shady Hills, South Brooksville, Spring Hill, Wiscon",403,Hernando-34604,"Brooksville, Spring Hill",45,45,0.00890624171347554,0.471058749812425
1006,34606,1555,27,Hernando,Hernando-34606,Spring Hill,"Weeki Wachee, North Weeki Wachee, Spring Hill, Timber Pines",404,Hernando-34606,"Brooksville, Spring Hill",152,152,0.00297651187588599,0.298973862810322
1007,34607,1557,27,Hernando,Hernando-34607,Spring Hill,"Weeki Wachee, Aripeka, Bayport, Hernando Beach, North Weeki Wachee, Pine Island, Spring Hill, Weeki Wachee Gardens",405,Hernando-34607,"Brooksville, Hernando Beach, Spring Hill, Weeki Wachee",47,47,0.00675624294399313,1.25065371550113
1008,34608,1559,27,Hernando,Hernando-34608,Spring Hill,"High Point, North Weeki Wachee, Shady Hills, Spring Hill",406,Hernando-34608,"Brooksville, Spring Hill",181,181,0.00391418200933913,0.329107249065678
1009,34609,1560,27,Hernando,Hernando-34609,Spring Hill,"Brookridge, High Point, Spring Hill",407,Hernando-34609,"Brooksville, Spring Hill",235,235,0.00521613023624923,0.332376512306945
1010,34610,1563,51,Pasco,Pasco-34610,Spring Hill,"Connerton, Quail Ridge, Shady Hills, Spring Hill",840,Pasco-34610,Spring Hill,73,73,0.0187713582924971,0.669223411921677
1011,34613,1564,27,Hernando,Hernando-34613,Brooksville,"Weeki Wachee, Bayport, Brookridge, High Point, North Weeki Wachee, Pine Island, South Brooksville, Spring Hill, Weeki Wachee Gardens, Wiscon",408,Hernando-34613,"Brooksville, Spring Hill, Weeki Wachee",90,90,0.00779059930846415,0.453298712425503
1012,34614,1566,27,Hernando,Hernando-34614,Brooksville,"North Weeki Wachee, South Brooksville, Sugarmill Woods",409,Hernando-34614,"Brooksville, Weeki Wachee",22,22,0.0236592589146767,2.24621965070478
1013,34637,1567,51,Pasco,Pasco-34637,Land O Lakes,"Connerton, Land O' Lakes",841,Pasco-34637,Land O Lakes,199,199,0.00395461736115976,0.283135691273833
1014,34638,1568,51,Pasco,Pasco-34638,Land O Lakes,"Connerton, Land O' Lakes, Moon Lake, Quail Ridge",842,Pasco-34638,Land O Lakes,246,246,0.0159605003238994,0.564461274028209
1015,34639,1569,51,Pasco,Pasco-34639,Land O Lakes,"Connerton, Land O' Lakes, Wesley Chapel",843,Pasco-34639,Land O Lakes,230,230,0.00630166395399101,0.486319144606035
1016,34652,1570,51,Pasco,Pasco-34652,New Port Richey,"New Port Richey, Port Richey, Beacon Square, Elfers",844,Pasco-34652,New Port Richey,233,233,0.00201025382557418,0.373021305200719
1017,34653,1571,51,Pasco,Pasco-34653,New Port Richey,"New Port Richey, Port Richey, Elfers, Jasmine Estates, New Port Richey East",845,Pasco-34653,New Port Richey,271,271,0.00260441695650115,0.238711625445827
1018,34654,1572,51,Pasco,Pasco-34654,New Port Richey,"Bayonet Point, Jasmine Estates, Meadow Oaks, Moon Lake, River Ridge",846,Pasco-34654,New Port Richey,187,187,0.00650976696260841,0.346733656302715
1019,34655,1574,51,Pasco,Pasco-34655,New Port Richey,"Elfers, Holiday, Keystone, Moon Lake, Odessa, River Ridge, Trinity",847,Pasco-34655,"New Port Richey, Seven Springs, Trinity",369,369,0.00637087165659977,0.545905916806994
1020,34661,1576,27,Hernando,Hernando-34661,Nobleton,Nobleton,410,Hernando-34661,Nobleton,<5,-2,9.39842786920053e-05,0.0468170627389401
1021,34667,1579,51,Pasco,Pasco-34667,Hudson,"Aripeka, Bayonet Point, Heritage Pines, Hudson, Shady Hills, Spring Hill",848,Pasco-34667,"Bayonet Point, Hudson, Port Richey",220,220,0.00778819184438362,0.773805393572741
1022,34668,1580,51,Pasco,Pasco-34668,Port Richey,"New Port Richey, Port Richey, Bayonet Point, Jasmine Estates, New Port Richey East",849,Pasco-34668,Port Richey,324,324,0.003885392727625,0.544223130253641
1023,34669,1581,51,Pasco,Pasco-34669,Hudson,"Bayonet Point, Hudson, Meadow Oaks, Moon Lake, Quail Ridge, Shady Hills",850,Pasco-34669,"Hudson, Port Richey",86,86,0.0046866296004282,0.333071745440162
1024,34677,1583,52,Pinellas,Pinellas-34677,Oldsmar,"Safety Harbor, Oldsmar, East Lake, Palm Harbor",892,Pinellas-34677,Oldsmar,182,182,0.00328594075767796,0.342644999757453
1025,34681,1584,52,Pinellas,Pinellas-34681,Crystal Beach,Palm Harbor,893,Pinellas-34681,Crystal Beach,13,13,0.00014171494058246,0.0972191718242744
1026,34683,1585,52,Pinellas,Pinellas-34683,Palm Harbor,"Tarpon Springs, Dunedin, Palm Harbor",894,Pinellas-34683,Palm Harbor,226,226,0.00271930668714049,0.484473149392865
1027,34684,1586,52,Pinellas,Pinellas-34684,Palm Harbor,"Clearwater, Tarpon Springs, Dunedin, East Lake, Palm Harbor",895,Pinellas-34684,Palm Harbor,265,265,0.0017063200332359,0.20977172707839
1028,34685,1588,52,Pinellas,Pinellas-34685,Palm Harbor,"Oldsmar, East Lake, Keystone, Palm Harbor",896,Pinellas-34685,Palm Harbor,139,139,0.00304149004864485,0.318945703207332
1029,34688,1591,52,Pinellas,Pinellas-34688,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Keystone, Trinity",897,Pinellas-34688,Tarpon Springs,72,72,0.00354775629830328,0.299723988459055
1030,34689,1593,52,Pinellas,Pinellas-34689,Tarpon Springs,"Tarpon Springs, East Lake, Holiday, Palm Harbor",898,Pinellas-34689,"Clearwater, Tarpon Springs",270,270,0.00330616464725608,0.409221418974106
1031,34690,1594,51,Pasco,Pasco-34690,Holiday,"Beacon Square, Elfers, Holiday",851,Pasco-34690,Holiday,108,108,0.000873120811547778,0.172759679583117
1032,34691,1596,51,Pasco,Pasco-34691,Holiday,"Beacon Square, Elfers, Holiday, Key Vista",852,Pasco-34691,Holiday,163,163,0.00220692565994796,0.495864027206711
1033,34695,1598,52,Pinellas,Pinellas-34695,Safety Harbor,"Tampa, Clearwater, Safety Harbor, Oldsmar",899,Pinellas-34695,Safety Harbor,157,157,0.00141191486250136,0.192250274009915
1034,34698,1599,52,Pinellas,Pinellas-34698,Dunedin,"Clearwater, Dunedin, Greenbriar, Palm Harbor",900,Pinellas-34698,Dunedin,286,286,0.00279309361576452,0.667493684314848
1035,34705,1600,35,Lake,Lake-34705,Astatula,Astatula,523,Lake-34705,Astatula,12,12,0.00557377222617106,0.374825307403722
1036,34711,1601,35,Lake,Lake-34711,Clermont,"Groveland, Minneola, Clermont",524,Lake-34711,Clermont,472,472,0.0144557636422178,1.04358725309398
1037,34714,1602,35,Lake,Lake-34714,Clermont,"Four Corners, Horizon West",525,Lake-34714,Clermont,186,186,0.025727207465934,1.00053371311189
1038,34715,1605,35,Lake,Lake-34715,Clermont,"Groveland, Minneola, Clermont, Montverde, Ferndale",526,Lake-34715,"Clermont, Minneola",130,130,0.0101724402532,0.9331964822492
1039,34731,1607,35,Lake,Lake-34731,Fruitland Park,"Fruitland Park, Lady Lake, Leesburg, The Villages",527,Lake-34731,Fruitland Park,46,46,0.00517558128763085,0.438673079029921
1040,34734,1609,48,Orange,Orange-34734,Gotha,"Ocoee, Gotha, Lake Butler",747,Orange-34734,Gotha,58,58,0.000593243661796805,0.133481075400823
1041,34736,1610,35,Lake,Lake-34736,Groveland,"Groveland, Mascotte, Wildwood, Clermont, Leesburg",528,Lake-34736,Groveland,187,187,0.0398897110744656,1.91923659007394
1042,34737,1613,35,Lake,Lake-34737,Howey In The Hills,"Groveland, Howey-in-the-Hills, Leesburg, Yalaha",529,Lake-34737,Howey-in-the-hills,20,20,0.00671765412494096,0.526215113999378
1043,34739,1615,31,Indian River,Indian River-34739,Kenansville,Kenansville,488,Indian River-34739,,0,0,0.00136283023630313,0.283493700934251
1044,34739,1617,49,Osceola,Osceola-34739,Kenansville,Kenansville,755,Osceola-34739,Kenansville,<5,-2,0.126718057185371,2.40379421390621
1045,34741,1620,49,Osceola,Osceola-34741,Kissimmee,"Kissimmee, Campbell, Hunters Creek",756,Osceola-34741,Kissimmee,984,984,0.00399761649669017,0.314923829915971
1046,34743,1622,49,Osceola,Osceola-34743,Kissimmee,"Kissimmee, Buenaventura Lakes, Meadow Woods",757,Osceola-34743,"Buena Ventura Lakes, Kissimmee",610,610,0.00167487346584494,0.178956121713273
1047,34744,1624,49,Osceola,Osceola-34744,Kissimmee,"Kissimmee, St. Cloud, Buenaventura Lakes, Southchase",758,Osceola-34744,"Kindred, Kissimmee",944,944,0.0109810457281583,0.59026359900112
1048,34746,1626,49,Osceola,Osceola-34746,Kissimmee,"Kissimmee, Campbell, Celebration, Hunters Creek",759,Osceola-34746,Kissimmee,585,585,0.0155104269986168,0.806140915859638
1049,34747,1628,49,Osceola,Osceola-34747,Kissimmee,"Celebration, Four Corners, Loughman",760,Osceola-34747,"Celebration, Kissimmee, Reunion",221,221,0.00916018845964572,0.543845545231145
1050,34748,1630,35,Lake,Lake-34748,Leesburg,"Wildwood, Fruitland Park, Leesburg, Okahumpka, The Villages, Yalaha",530,Lake-34748,Leesburg,285,285,0.0142329774266727,1.09582108586237
1051,34753,1632,35,Lake,Lake-34753,Mascotte,"Groveland, Mascotte",531,Lake-34753,Mascotte,97,97,0.00088772969661477,0.228394879139699
1052,34756,1633,35,Lake,Lake-34756,Montverde,"Minneola, Clermont, Montverde, Ferndale",532,Lake-34756,Montverde,47,47,0.00236475020778926,0.216101222211284
1053,34758,1635,49,Osceola,Osceola-34758,Kissimmee,"Campbell, Poinciana",761,Osceola-34758,"Kissimmee, Poinciana",426,426,0.0085939880461865,0.471058982849343
1054,34759,1637,49,Osceola,Osceola-34759,Kissimmee,Poinciana,762,Osceola-34759,Kissimmee,5,5,0.00674494849840812,0.865738409542624
1055,34759,1638,53,Polk,Polk-34759,Kissimmee,Poinciana,938,Polk-34759,"Kissimmee, Poinciana",345,345,0.0128412167759961,0.783268767435045
1056,34760,1639,48,Orange,Orange-34760,Oakland,"Oakland, Winter Garden",748,Orange-34760,Oakland,11,11,0.000145265508308512,0.0623668858253389
1057,34761,1640,48,Orange,Orange-34761,Ocoee,"Apopka, Winter Garden, Ocoee, Clarcona, Gotha, Lake Butler, Paradise Heights",749,Orange-34761,"Ocoee, Winter Garden",637,637,0.00397323031984342,0.635225742378441
1058,34762,1641,35,Lake,Lake-34762,Okahumpka,"Wildwood, Leesburg, Okahumpka, Yalaha",533,Lake-34762,Okahumpka,11,11,0.00380397094318141,0.472123411050547
1059,34769,1643,49,Osceola,Osceola-34769,Saint Cloud,St. Cloud,763,Osceola-34769,Saint Cloud,263,263,0.0024155771675396,0.327112772891185
1060,34771,1645,49,Osceola,Osceola-34771,Saint Cloud,St. Cloud,764,Osceola-34771,Saint Cloud,158,158,0.0422655745467182,1.70617064185502
1061,34772,1646,49,Osceola,Osceola-34772,Saint Cloud,St. Cloud,765,Osceola-34772,Saint Cloud,252,252,0.0321087480069764,1.01060833637828
1062,34773,1650,49,Osceola,Osceola-34773,Saint Cloud,Saint Cloud,766,Osceola-34773,"Harmony, Saint Cloud",22,22,0.0863186288959241,2.27497935654936
1063,34785,1652,60,Sumter,Sumter-34785,Wildwood,"Wildwood, Coleman, The Villages",1047,Sumter-34785,Wildwood,85,85,0.0206009699857077,1.10074110873703
1064,34786,1653,48,Orange,Orange-34786,Windermere,"Bay Lake, Windermere, Winter Garden, Ocoee, Bay Hill, Gotha, Horizon West, Lake Butler",750,Orange-34786,Windermere,490,490,0.00646778473219456,0.503567742749514
1065,34787,1654,35,Lake,Lake-34787,Winter Garden,"Clermont, Four Corners, Horizon West",534,Lake-34787,,0,0,0.00263374628184465,0.626137653885767
1066,34787,1655,48,Orange,Orange-34787,Winter Garden,"Bay Lake, Oakland, Winter Garden, Ocoee, Four Corners, Horizon West, Lake Butler, Tildenville",751,Orange-34787,"Oakland, Winter Garden",755,755,0.0185153985048601,0.978417928132971
1067,34788,1657,35,Lake,Lake-34788,Leesburg,"Tavares, Leesburg, Lisbon, Silver Lake",535,Lake-34788,Leesburg,79,79,0.0124088684726757,0.611920753451257
1068,34797,1659,35,Lake,Lake-34797,Yalaha,"Leesburg, Yalaha",536,Lake-34797,Yalaha,13,13,0.00298266958384374,0.287516743300098
1069,34945,1662,56,St. Lucie,St. Lucie-34945,Fort Pierce,"Fort Pierce, Port St. Lucie",1020,St. Lucie-34945,Fort Pierce,47,47,0.0503260235734615,1.00381574408051
1070,34946,1664,56,St. Lucie,St. Lucie-34946,Fort Pierce,"Fort Pierce, St. Lucie Village, Florida Ridge, Fort Pierce North, Lakewood Park",1021,St. Lucie-34946,Fort Pierce,50,50,0.0036530592519739,0.36961980909731
1071,34947,1665,56,St. Lucie,St. Lucie-34947,Fort Pierce,"Fort Pierce, Fort Pierce North, Fort Pierce South",1022,St. Lucie-34947,Fort Pierce,162,162,0.00229718522405165,0.243777123233006
1072,34949,1667,56,St. Lucie,St. Lucie-34949,Fort Pierce,"Fort Pierce, Hutchinson Island South, South Beach",1023,St. Lucie-34949,"Fort Pierce, Hutchinson Island",12,12,0.002277470654235,1.00661440423706
1073,34950,1668,56,St. Lucie,St. Lucie-34950,Fort Pierce,"Fort Pierce, Fort Pierce North",1024,St. Lucie-34950,Fort Pierce,371,371,0.00123267216963541,0.187105971764699
1074,34951,1670,56,St. Lucie,St. Lucie-34951,Fort Pierce,"Florida Ridge, Lakewood Park",1025,St. Lucie-34951,Fort Pierce,93,93,0.00577177993523037,0.378501726075658
1075,34952,1672,56,St. Lucie,St. Lucie-34952,Port Saint Lucie,"Port St. Lucie, Indian River Estates, River Park, White City",1026,St. Lucie-34952,Port Saint Lucie,414,414,0.00615001844789731,0.474854343267196
1076,34953,1674,56,St. Lucie,St. Lucie-34953,Port Saint Lucie,Port St. Lucie,1027,St. Lucie-34953,"Fort Pierce, Port Saint Lucie, Saint Lucie West",711,711,0.00701283470129965,0.383128129353754
1077,34956,1675,43,Martin,Martin-34956,Indiantown,"Port St. Lucie, Indiantown",665,Martin-34956,Indiantown,829,829,0.055732885680527,1.50621832656123
1078,34957,1678,43,Martin,Martin-34957,Jensen Beach,"Port St. Lucie, Stuart, Ocean Breeze Park, Jensen Beach, North River Shores, Rio",666,Martin-34957,"Jensen Beach, Ocean Breeze",114,114,0.0025965110830839,0.350921163400725
1079,34957,1679,56,St. Lucie,St. Lucie-34957,Jensen Beach,"Port St. Lucie, Hutchinson Island South, Jensen Beach, North River Shores",1028,St. Lucie-34957,Jensen Beach,<5,-2,0.00141749307954342,0.496343520827545
1080,34972,1683,47,Okeechobee,Okeechobee-34972,Okeechobee,"Okeechobee, Cypress Quarters",703,Okeechobee-34972,Okeechobee,352,352,0.163426590663903,2.23318072309936
1081,34972,1684,49,Osceola,Osceola-34972,Okeechobee,Yeehaw Junction,767,Osceola-34972,,0,0,0.00695399469645963,0.56445038123832
1082,34972,1685,56,St. Lucie,St. Lucie-34972,Okeechobee,Okeechobee,1029,St. Lucie-34972,Okeechobee,<5,-2,0.00743584156180077,0.82235840966849
1083,34974,1686,22,Glades,Glades-34974,Okeechobee,Buckhead Ridge,384,Glades-34974,,0,0,0.0890877555925726,2.50383793244456
1084,34974,1688,28,Highlands,Highlands-34974,Okeechobee,Okeechobee,419,Highlands-34974,,0,0,0.00352704967440332,0.463798430553075
1085,34974,1689,43,Martin,Martin-34974,Okeechobee,Okeechobee,667,Martin-34974,Okeechobee,<5,-2,0.0336346794153997,1.21816034436555
1086,34974,1690,47,Okeechobee,Okeechobee-34974,Okeechobee,"Okeechobee, Buckhead Ridge, Cypress Quarters, Taylor Creek",704,Okeechobee-34974,Okeechobee,219,219,0.0472703966647714,1.2130008408332
1087,34974,1691,50,Palm Beach,Palm Beach-34974,Okeechobee,Okeechobee,822,Palm Beach-34974,,0,0,0.0540403675854577,1.3929297291561
1088,34981,1693,56,St. Lucie,St. Lucie-34981,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, White City",1030,St. Lucie-34981,Fort Pierce,45,45,0.00243692546132479,0.234255633946928
1089,34982,1694,56,St. Lucie,St. Lucie-34982,Fort Pierce,"Fort Pierce, Port St. Lucie, Fort Pierce South, Indian River Estates, White City",1031,St. Lucie-34982,Fort Pierce,307,307,0.00420046845579236,0.407829136905748
1090,34983,1695,56,St. Lucie,St. Lucie-34983,Port Saint Lucie,"Port St. Lucie, River Park, White City",1032,St. Lucie-34983,"Fort Pierce, Port Saint Lucie",433,433,0.00358614678202684,0.346602406024867
1091,34984,1697,56,St. Lucie,St. Lucie-34984,Port Saint Lucie,Port St. Lucie,1033,St. Lucie-34984,"Fort Pierce, Port Saint Lucie",123,123,0.00228466803127958,0.329791168619017
1092,34986,1698,56,St. Lucie,St. Lucie-34986,Port Saint Lucie,Port St. Lucie,1034,St. Lucie-34986,"Port Saint Lucie, Saint Lucie West",195,195,0.0043888772952414,0.282047158642696
1093,34987,1700,56,St. Lucie,St. Lucie-34987,Port Saint Lucie,Port St. Lucie,1035,St. Lucie-34987,"Fort Pierce, Port Saint Lucie",139,139,0.0224406305346747,0.827949316659516
1094,34988,1702,56,St. Lucie,St. Lucie-34988,Port Saint Lucie,Port St. Lucie,1036,St. Lucie-34988,Port Saint Lucie,<5,-2,0.0088187249789371,0.603034966431866
1095,34990,1703,43,Martin,Martin-34990,Palm City,"Port St. Lucie, Stuart, Palm City",668,Martin-34990,Palm City,245,245,0.0224772898445735,0.676982741697059
1096,34990,1704,56,St. Lucie,St. Lucie-34990,Palm City,"Port St. Lucie, Palm City",1037,St. Lucie-34990,,0,0,0.000726251057812988,0.35310542153561
1097,34994,1705,43,Martin,Martin-34994,Stuart,"Stuart, Jensen Beach, North River Shores, Palm City, Rio",669,Martin-34994,Stuart,525,525,0.00200292106478628,0.306352604394803
1098,34996,1707,43,Martin,Martin-34996,Stuart,"Stuart, Sewall's Point, Jensen Beach, Rio",670,Martin-34996,"Sewalls Point, Stuart",109,109,0.00253170336918629,0.591972010484911
1099,34997,1708,43,Martin,Martin-34997,Stuart,"Stuart, Palm City, Port Salerno",671,Martin-34997,Stuart,861,861,0.0116005123809373,0.805648314197411
1100,00043,9991,9991,Dade,Dade-00043,NONE,Federal Land,,,,0,0,0.131880660447905,3.39006551008922
1101,32323,1152,19,Franklin,Franklin-32323,Lanark Village,Lanark Village,364,Franklin-32323,,0,0,2.20118351990095e-05,0.0305518088672366
1102,32815,725,64,Volusia,Volusia-32815,,,1095,Volusia-32815,,0,0,0.000639516188357447,0.390858799527084
